"E8033100","E8043100","E8043500","R0000100","R0070700","R0343700","R0344200","R0344900","R0360300","R0360400","R0360500","R0365900","R0366000","R0536300","R0536401","R0536402","R0648900","R1204500","R1235800","R1482600"
0,0,0,7611,1,-4,-4,-4,1,0,0,0,-4,2,12,1980,0,5316,0,2
1,0,0,7612,2,-4,-4,-4,0,0,0,0,-4,2,12,1981,-4,-3,0,2
1,0,0,7613,2,-4,-4,-4,1,0,0,1,1,2,1,1980,0,5900,0,1
0,0,0,7614,2,-4,-4,-4,0,0,0,0,-4,2,5,1980,1,9200,0,1
0,0,0,7615,4,-4,-4,-4,1,0,0,0,-4,1,4,1982,0,13950,0,1
0,0,0,7616,1,-4,-4,-4,0,0,0,0,-4,2,11,1980,0,-3,0,1
9,2,6,7617,2,-4,-4,-4,0,1,1,1,7,2,5,1980,0,38300,0,2
3,0,0,7618,2,-4,-4,-4,0,0,0,1,3,2,2,1980,0,-3,0,1
0,0,0,7619,1,-4,-4,-4,0,0,0,0,-4,2,3,1982,0,-3,0,1
0,0,0,7620,1,1,0,1,0,0,0,0,-4,1,4,1983,-4,-4,0,1
1,0,0,7621,1,-4,-4,-4,1,0,0,0,-4,1,5,1981,0,246474,0,2
0,0,0,7622,1,3,0,1,1,0,0,0,-4,2,9,1983,0,-3,0,1
0,0,0,7623,1,-4,-4,-4,1,1,0,0,-4,2,11,1981,0,144000,0,1
4,0,0,7624,1,1,0,4,0,0,0,0,-4,1,7,1983,0,-3,0,1
0,0,0,7625,1,1,0,4,0,0,0,0,-4,2,11,1984,0,-3,0,1
0,0,0,7626,1,-4,-4,-4,0,0,0,0,-4,2,1,1980,0,-3,0,1
8,1,2,7627,1,-4,-4,-4,0,0,0,0,-4,1,5,1982,0,-3,0,1
0,0,0,7628,1,1,0,1,0,0,0,0,-4,2,10,1984,0,-3,0,1
0,0,0,7629,1,-4,-4,-4,1,0,0,0,-4,1,7,1981,0,12000,0,1
5,0,0,7630,1,-4,-4,-4,0,0,0,0,-4,1,7,1981,0,12000,0,1
8,1,1,7631,1,1,30,5,1,0,0,0,-4,1,7,1984,0,29000,0,1
3,1,1,7632,1,-4,-4,-4,1,1,1,0,-4,2,1,1982,-4,-4,0,1
1,0,0,7633,2,1,0,4,1,0,0,1,1,2,6,1984,0,11000,0,1
0,0,0,7634,2,-4,-4,-4,1,0,1,0,-4,2,12,1980,-4,40045,0,2
0,0,0,7635,1,-4,-4,-4,0,0,0,0,-4,2,12,1981,1,6325,0,1
0,0,0,7636,1,3,0,2,1,0,0,0,-4,2,1,1983,1,6325,0,1
0,0,0,7637,1,1,5,6,1,0,0,0,-4,2,8,1984,1,6325,0,1
9,2,38,7638,3,-4,-4,-4,1,0,0,1,7,1,11,1980,0,12200,0,1
0,0,0,7639,1,-4,-4,-4,0,0,0,0,-4,2,5,1981,0,7920,0,1
4,2,27,7640,2,-4,-4,-4,0,0,0,0,-4,1,9,1982,0,7920,0,1
0,0,0,7641,1,-4,-4,-4,0,0,0,0,-4,1,9,1980,0,40500,0,1
3,0,0,7642,1,-4,-4,-4,0,1,0,0,-4,1,7,1981,0,41500,0,1
1,0,0,7643,1,1,4,4,0,0,0,0,-4,1,9,1984,0,60700,0,1
1,0,0,7644,2,-4,-4,-4,0,1,0,0,-4,2,9,1982,0,12500,0,1
1,1,17,7645,1,1,0,7,0,0,0,0,-4,1,3,1983,0,65600,0,1
0,0,0,7646,2,1,0,4,1,0,0,0,-4,2,11,1983,0,31000,0,1
0,0,0,7647,2,-4,-4,-4,0,1,0,0,-4,2,6,1982,0,-3,0,1
0,0,0,7648,2,1,0,4,0,0,0,0,-4,1,1,1984,0,17000,0,1
0,0,0,7649,2,-4,-4,-4,1,0,0,0,-4,1,3,1981,0,76200,0,1
0,0,0,7650,2,-4,-4,-4,0,0,0,0,-4,2,12,1982,0,76200,0,1
1,0,0,7651,2,-4,-4,-4,1,1,0,0,-4,1,7,1982,0,95000,0,1
3,2,2,7652,1,-4,-4,-4,1,1,0,1,1,2,3,1980,0,63600,0,2
0,0,0,7653,1,-4,-4,-4,0,0,0,0,-4,2,10,1981,0,90000,0,1
2,0,0,7654,1,-4,-4,-4,0,1,0,0,-4,2,7,1982,-4,-3,0,1
0,0,0,7655,2,1,0,4,0,0,0,0,-4,2,10,1984,0,27500,0,1
0,0,0,7656,2,-4,-4,-4,0,0,0,0,-4,1,9,1981,0,45000,0,1
0,0,0,7657,1,1,29,6,1,1,0,0,-4,2,1,1983,0,45000,0,1
16,1,25,7658,5,-4,-4,-4,1,0,1,1,1,1,11,1982,0,0,0,1
0,0,0,7659,2,-4,-4,-4,0,0,0,0,-4,2,11,1980,0,2400,0,1
0,0,0,7660,3,-4,-4,-4,1,1,0,0,-4,1,12,1981,0,48000,0,1
1,0,0,7661,2,1,0,5,1,0,0,1,1,1,3,1984,0,48000,0,1
0,0,0,7662,3,1,3,6,0,0,0,0,-4,2,6,1984,0,48000,0,1
20,1,37,7663,1,-4,-4,-4,1,1,1,0,-4,1,3,1981,0,55600,0,1
2,1,9,7664,1,3,4,2,0,1,1,1,1,1,6,1983,0,55600,0,1
1,0,0,7665,3,-4,-4,-4,0,0,0,1,1,2,7,1982,0,34000,0,2
0,0,0,7666,1,-4,-4,-4,0,1,0,0,-4,2,11,1982,0,31000,0,1
0,0,0,7667,1,-4,-4,-4,0,0,0,0,-4,1,6,1981,0,-3,0,1
1,0,0,7668,2,2,-4,-4,1,0,0,0,-4,2,6,1984,0,3380,0,1
0,0,0,7669,2,-4,-4,-4,0,1,0,0,-4,1,3,1981,-4,-4,0,1
16,0,0,7670,1,1,3,6,0,0,0,1,3,1,3,1984,-4,-4,0,1
0,0,0,7671,1,1,0,4,1,0,0,0,-4,2,12,1983,0,14968,0,1
15,4,33,7672,1,1,0,4,0,1,0,0,-4,1,1,1984,0,-3,0,1
4,2,113,7673,1,3,0,4,0,0,0,0,-4,1,4,1984,0,20540,0,1
1,1,2,7674,2,1,0,1,1,1,0,0,-4,1,2,1984,0,25812,0,2
10,1,17,7675,1,-4,-4,-4,1,1,0,1,3,1,7,1981,1,12564,0,2
4,0,0,7676,1,1,0,1,1,1,0,1,2,1,9,1983,1,12564,0,2
0,0,0,7677,1,1,0,3,1,0,0,0,-4,1,4,1983,1,12564,0,2
0,0,0,7678,4,-4,-4,-4,0,0,0,0,-4,1,10,1980,0,9030,0,1
0,0,0,7680,2,-4,-4,-4,1,0,0,0,-4,1,4,1980,0,-3,0,2
0,0,0,7681,4,-4,-4,-4,1,1,1,0,-4,2,9,1980,0,0,0,2
0,0,0,7682,1,-4,-4,-4,1,0,0,0,-4,2,1,1982,0,25840,0,2
1,0,0,7683,2,-4,-4,-4,1,0,0,0,-4,2,11,1980,-4,-4,0,2
0,0,0,7684,1,-4,-4,-4,0,0,0,0,-4,2,7,1980,0,7809,0,1
0,0,0,7685,1,-4,-4,-4,0,0,0,0,-4,2,7,1980,0,87000,0,1
0,0,0,7686,1,3,0,4,1,0,0,0,-4,2,4,1983,0,87000,0,1
1,0,0,7687,1,1,0,6,0,0,0,0,-4,2,7,1984,0,6000,0,1
0,0,0,7688,2,-4,-4,-4,0,0,0,0,-4,2,10,1982,0,21900,0,1
0,0,0,7689,1,-4,-4,-4,0,0,0,0,-4,2,7,1982,-4,-4,0,1
0,0,0,7690,1,-4,-4,-4,1,1,0,0,-4,2,9,1982,0,-3,0,2
0,0,0,7691,1,-4,-4,-4,0,0,0,0,-4,1,11,1982,-4,-4,0,2
0,0,0,7692,1,-4,-4,-4,0,0,0,0,-4,2,8,1980,0,37500,0,1
0,0,0,7693,2,2,-4,-4,0,0,0,0,-4,1,1,1983,0,-3,0,1
0,0,0,7694,1,1,0,1,0,1,0,0,-4,2,2,1983,0,48370,0,1
0,0,0,7695,2,1,0,1,0,0,0,0,-4,2,11,1983,0,66000,0,1
0,0,0,7696,1,-4,-4,-4,0,0,0,0,-4,1,9,1981,-4,-4,0,1
0,0,0,7697,1,-4,-4,-4,0,0,0,0,-4,2,10,1982,-4,-4,0,1
0,0,0,7698,3,-4,-4,-4,1,1,0,0,-4,2,7,1980,1,-3,0,1
0,0,0,7699,1,1,0,1,0,1,0,0,-4,1,12,1983,0,4344,0,1
6,-3,-3,7700,-2,-4,-4,-4,1,0,0,1,2,1,12,1981,0,-3,0,1
14,1,4,7701,2,-4,-4,-4,0,0,0,1,5,2,11,1983,0,-3,0,1
0,0,0,7702,1,-4,-4,-4,0,0,0,0,-4,2,2,1982,-4,-4,0,2
0,0,0,7703,3,1,0,1,1,1,1,0,-4,1,7,1983,-4,-4,0,2
0,0,0,7704,5,-4,-4,-4,1,0,0,0,-4,1,5,1981,-4,-4,0,2
0,0,0,7705,1,1,0,1,0,0,0,0,-4,2,9,1984,-4,-3,0,2
0,0,0,7706,1,-4,-4,-4,0,0,0,0,-4,1,10,1981,0,10060,0,2
2,0,0,7707,1,1,0,6,0,0,0,0,-4,2,8,1984,0,2792,0,1
1,0,0,7708,1,1,0,4,0,0,0,1,1,2,7,1984,0,12000,0,1
0,0,0,7709,-2,-4,-4,-4,0,0,0,0,-4,2,12,1980,0,2500,0,1
2,1,13,7710,1,3,3,1,0,0,0,0,-4,1,11,1984,0,20300,0,1
0,0,0,7711,1,-4,-4,-4,0,0,0,0,-4,2,8,1981,0,25000,0,1
5,3,95,7712,1,-4,-4,-4,0,0,0,0,-4,1,4,1980,0,-3,0,1
0,0,0,7713,1,-4,-4,-4,0,0,0,0,-4,2,10,1980,0,13408,0,1
19,2,26,7714,2,-4,-4,-4,1,0,0,1,3,1,11,1981,1,3900,0,1
0,0,0,7715,1,-4,-4,-4,0,0,0,0,-4,2,8,1982,1,3900,0,1
0,0,0,7716,1,-4,-4,-4,0,1,0,0,-4,2,3,1982,0,11050,0,1
0,0,0,7717,1,-4,-4,-4,0,0,0,0,-4,2,1,1980,0,12000,0,1
12,3,73,7718,1,-4,-4,-4,0,0,0,1,1,1,12,1980,0,11024,0,1
0,0,0,7719,1,3,0,2,0,0,0,0,-4,2,1,1983,0,10315,0,1
0,0,0,7720,3,1,8,1,1,0,0,0,-4,2,3,1984,0,10315,0,1
8,2,7,7721,1,-4,-4,-4,0,0,0,0,-4,1,12,1980,0,9579,0,1
2,0,0,7722,1,-4,-4,-4,0,1,1,1,2,1,1,1982,0,12302,0,1
0,0,0,7723,3,1,0,1,0,0,0,0,-4,1,3,1983,0,12302,0,1
0,0,0,7724,1,1,2,4,1,1,0,0,-4,2,4,1983,0,10956,0,1
13,2,43,7725,1,-4,-4,-4,0,0,0,0,-4,1,12,1981,1,13602,0,1
5,3,62,7726,1,1,2,4,0,0,0,0,-4,1,8,1983,1,13602,0,1
3,0,0,7727,1,-4,-4,-4,1,0,0,0,-4,1,2,1982,0,5200,0,1
0,0,0,7728,1,1,0,6,0,0,0,0,-4,2,3,1983,0,5200,0,1
16,2,146,7729,1,-4,-4,-4,0,0,0,1,3,1,4,1982,0,2600,0,1
1,0,0,7730,2,-4,-4,-4,0,0,0,1,1,2,4,1982,0,2600,0,1
0,0,0,7731,1,-4,-4,-4,0,0,0,0,-4,1,7,1982,0,6000,0,1
0,0,0,7732,2,1,0,1,1,1,0,0,-4,2,1,1984,0,6000,0,1
6,0,0,7733,3,-4,-4,-4,1,1,1,0,-4,1,8,1980,1,15900,0,1
2,0,0,7734,3,-4,-4,-4,0,0,0,0,-4,2,12,1982,1,15900,0,1
4,1,1,7735,1,1,0,4,0,0,0,0,-4,1,4,1984,1,15900,0,1
0,0,0,7736,1,1,2,1,0,0,0,0,-4,2,2,1984,0,3200,0,1
4,4,44,7737,1,-4,-4,-4,0,0,0,0,-4,1,10,1982,0,2500,0,1
0,0,0,7738,1,-4,-4,-4,0,0,0,0,-4,2,3,1981,0,30000,0,1
0,0,0,7739,1,1,5,4,0,1,0,0,-4,1,10,1983,-4,-4,0,1
0,0,0,7740,2,-4,-4,-4,0,0,0,0,-4,2,4,1982,0,20410,0,1
0,0,0,7741,1,-4,-4,-4,0,0,0,0,-4,2,12,1982,0,1600,0,1
12,4,51,7742,1,-4,-4,-4,1,0,0,1,6,1,2,1980,0,-3,0,1
0,0,0,7743,1,-4,-4,-4,0,0,0,0,-4,2,10,1981,-4,-3,0,1
0,0,0,7744,1,-4,-4,-4,0,0,0,0,-4,1,6,1981,0,-3,0,1
0,0,0,7745,1,-4,-4,-4,0,1,0,0,-4,1,5,1981,0,41500,0,1
0,0,0,7746,2,-4,-4,-4,0,0,0,0,-4,1,9,1982,0,41500,0,1
2,2,34,7747,4,-4,-4,-4,0,0,0,0,-4,1,5,1981,0,4600,0,1
4,0,0,7748,1,1,0,4,0,0,0,0,-4,1,11,1984,0,4600,0,1
0,0,0,7749,1,1,0,4,0,0,0,0,-4,1,8,1983,1,41776,0,1
0,0,0,7750,1,-4,-4,-4,0,0,0,0,-4,1,9,1980,0,-3,0,1
0,0,0,7751,1,-4,-4,-4,0,0,0,0,-4,1,2,1982,0,-3,0,1
0,0,0,7752,1,1,1,1,0,0,0,0,-4,1,4,1984,0,-3,0,1
0,0,0,7753,1,-4,-4,-4,0,0,0,0,-4,1,5,1980,0,0,0,1
14,3,47,7755,2,-4,-4,-4,1,0,0,0,-4,1,1,1981,0,22000,0,1
0,0,0,7756,1,-4,-4,-4,0,0,0,0,-4,2,3,1982,0,22000,0,1
0,0,0,7757,1,-4,-4,-4,0,0,0,0,-4,1,6,1981,0,-3,0,1
1,0,0,7758,1,-4,-4,-4,0,0,0,0,-4,2,9,1982,0,10380,0,1
0,0,0,7759,2,3,5,4,0,0,0,0,-4,1,11,1983,0,42000,0,1
12,4,22,7760,2,-4,-4,-4,1,1,0,1,1,1,12,1980,0,7700,0,1
3,0,0,7761,1,-4,-4,-4,1,0,0,1,2,1,8,1982,0,7700,0,1
2,1,3,7762,2,1,0,2,1,1,0,0,-4,2,2,1983,1,7700,0,1
2,1,13,7763,3,3,0,1,0,1,0,1,1,1,3,1984,0,7700,0,1
0,0,0,7764,1,3,0,4,0,0,0,0,-4,2,2,1984,0,45600,0,1
0,0,0,7765,1,-4,-4,-4,0,0,0,0,-4,2,8,1981,0,53200,0,1
0,0,0,7766,1,1,5,6,1,0,1,0,-4,2,2,1983,0,53200,0,1
0,0,0,7767,1,1,0,1,0,0,0,0,-4,2,2,1983,0,46000,0,1
1,0,0,7768,1,-4,-4,-4,0,0,0,0,-4,1,3,1980,-4,-4,0,1
1,0,0,7769,2,-4,-4,-4,1,0,0,0,-4,2,3,1980,0,44000,0,1
1,0,0,7770,3,-4,-4,-4,1,0,0,0,-4,2,6,1981,0,44000,0,1
7,2,47,7771,2,-4,-4,-4,0,0,0,0,-4,1,11,1982,0,44000,0,1
0,0,0,7772,1,-4,-4,-4,0,0,0,0,-4,1,1,1981,0,8000,0,1
0,0,0,7773,2,-4,-4,-4,1,1,0,0,-4,2,8,1981,0,-3,0,1
1,0,0,7774,1,-4,-4,-4,0,0,0,0,-4,2,3,1981,0,-3,0,1
0,0,0,7775,1,-4,-4,-4,0,0,0,0,-4,1,5,1980,1,7500,0,1
4,1,13,7776,1,-4,-4,-4,1,0,0,0,-4,1,6,1981,1,7500,0,1
0,0,0,7777,5,-4,-4,-4,1,0,0,0,-4,2,11,1981,0,34700,0,1
1,0,0,7778,1,-4,-4,-4,1,1,0,0,-4,1,6,1982,0,32145,0,1
0,0,0,7779,1,1,4,1,0,0,0,0,-4,1,5,1983,0,16000,0,1
0,0,0,7780,1,-4,-4,-4,0,0,0,0,-4,2,8,1981,0,-3,0,1
0,0,0,7781,1,-4,-4,-4,0,0,0,0,-4,2,5,1981,0,74500,0,1
0,0,0,7782,1,-4,-4,-4,1,0,0,0,-4,2,12,1982,0,74500,0,1
2,0,0,7783,1,-4,-4,-4,0,0,0,0,-4,1,8,1980,0,-3,0,1
3,1,28,7784,2,1,12,4,1,0,0,0,-4,1,4,1984,0,23000,0,1
1,0,0,7785,2,1,1,4,1,1,0,0,-4,1,4,1983,0,-3,0,1
1,0,0,7786,1,-4,-4,-4,1,1,1,0,-4,1,7,1981,0,42400,0,1
0,0,0,7787,1,1,0,4,0,1,0,0,-4,2,1,1983,0,42400,0,1
1,1,101,7788,1,-4,-4,-4,1,0,0,0,-4,1,3,1982,0,8000,0,1
0,0,0,7789,1,-4,-4,-4,1,0,0,0,-4,1,10,1981,0,-3,0,1
4,2,12,7790,2,-4,-4,-4,1,0,0,0,-4,1,8,1981,-4,-4,0,1
0,0,0,7791,3,-4,-4,-4,1,0,0,0,-4,1,1,1982,0,57000,0,1
0,0,0,7792,1,1,0,1,1,0,0,0,-4,2,3,1983,0,55000,0,1
0,0,0,7793,1,1,0,1,0,0,0,0,-4,2,8,1984,0,55000,0,1
0,0,0,7794,4,1,0,1,1,1,0,0,-4,2,8,1984,0,-3,0,1
0,0,0,7795,2,-4,-4,-4,1,0,0,0,-4,2,5,1980,0,18900,0,1
0,0,0,7796,5,-4,-4,-4,1,0,0,0,-4,1,6,1980,1,7390,0,1
7,-3,-3,7797,2,-4,-4,-4,1,0,0,0,-4,1,10,1981,1,7390,0,1
0,0,0,7798,3,1,0,1,1,1,0,0,-4,2,8,1983,1,7390,0,1
1,0,0,7799,3,1,0,1,1,1,0,0,-4,1,7,1984,1,7390,0,1
3,0,0,7800,3,-4,-4,-4,1,1,0,0,-4,1,10,1980,0,54000,0,1
2,1,6,7801,5,1,0,4,1,0,0,0,-4,2,9,1983,0,40122,0,1
0,0,0,7802,2,-4,-4,-4,1,1,0,0,-4,1,5,1980,0,14900,0,1
2,0,0,7803,2,-4,-4,-4,1,0,0,0,-4,1,9,1981,0,14900,0,1
0,0,0,7804,5,1,0,4,1,0,0,0,-4,2,8,1983,0,14900,0,1
3,1,78,7805,2,-4,-4,-4,1,0,0,0,-4,1,7,1982,0,-3,0,1
0,0,0,7806,1,-4,-4,-4,0,0,0,0,-4,1,4,1980,0,-3,0,1
0,0,0,7807,2,-4,-4,-4,1,0,0,0,-4,1,11,1980,0,-3,0,1
4,-3,-3,7808,1,-4,-4,-4,1,1,0,0,-4,1,12,1982,0,6850,0,1
4,0,0,7809,1,-4,-4,-4,1,0,0,1,4,2,4,1980,-4,-4,0,1
2,0,0,7810,1,1,0,1,0,0,0,0,-4,1,9,1984,-4,-4,0,1
0,0,0,7811,1,1,0,4,0,0,0,0,-4,2,3,1984,0,-3,0,1
0,0,0,7812,2,-4,-4,-4,1,0,0,0,-4,1,8,1981,0,14400,0,1
0,0,0,7813,1,1,0,1,1,0,0,0,-4,2,3,1983,0,14400,0,1
1,1,10,7814,1,-4,-4,-4,0,0,0,0,-4,2,3,1980,0,13000,0,1
6,2,27,7815,3,1,2,4,1,1,0,1,2,2,5,1983,0,13000,0,1
0,0,0,7816,4,-4,-4,-4,1,1,0,0,-4,2,1,1980,0,20000,0,1
0,0,0,7817,4,-4,-4,-4,1,0,0,0,-4,2,11,1981,0,20000,0,1
1,0,0,7818,3,-4,-4,-4,1,1,0,1,1,1,12,1981,0,30000,0,1
0,0,0,7819,4,-4,-4,-4,1,1,0,0,-4,2,11,1980,0,75500,0,1
1,0,0,7820,1,-4,-4,-4,0,0,0,1,1,1,1,1982,0,75500,0,1
6,-3,-3,7821,1,-4,-4,-4,0,0,0,1,2,1,8,1981,0,75500,0,1
3,0,0,7822,1,1,1,4,0,0,0,0,-4,1,5,1983,0,75500,0,1
1,0,0,7823,4,-4,-4,-4,1,1,0,1,1,2,6,1981,0,60000,0,1
1,0,0,7824,1,-4,-4,-4,1,1,0,0,-4,2,7,1981,0,4500,0,1
0,0,0,7825,1,-4,-4,-4,0,0,0,0,-4,1,3,1981,0,60500,0,1
0,0,0,7826,3,-4,-4,-4,1,1,0,0,-4,2,4,1980,0,14400,0,1
1,0,0,7827,1,1,2,1,0,0,0,1,1,1,6,1984,0,14400,0,1
6,0,0,7828,2,3,3,4,0,1,1,1,2,2,2,1983,0,12000,0,1
7,4,8,7829,1,-4,-4,-4,0,1,0,0,-4,2,2,1981,0,25000,0,1
0,0,0,7830,3,-4,-4,-4,1,1,0,0,-4,2,6,1981,0,36000,0,1
0,0,0,7831,4,-4,-4,-4,0,1,0,0,-4,1,5,1982,0,36000,0,1
0,0,0,7832,1,3,0,1,1,1,0,0,-4,1,6,1984,0,12000,0,1
3,1,31,7833,2,-4,-4,-4,1,1,0,0,-4,1,8,1980,0,6000,0,1
15,3,120,7834,1,-4,-4,-4,1,1,0,1,3,1,8,1981,0,21500,0,1
4,5,110,7835,2,1,2,1,1,0,0,0,-4,1,6,1983,0,21500,0,1
0,0,0,7836,2,-4,-4,-4,0,1,0,0,-4,2,2,1981,0,15000,0,1
0,0,0,7837,1,-4,-4,-4,1,1,0,0,-4,2,1,1980,0,8000,0,1
10,1,136,7838,4,1,7,1,1,1,0,0,-4,1,3,1983,0,4200,0,1
2,0,0,7839,2,-4,-4,-4,1,1,0,0,-4,1,1,1980,0,21020,0,1
0,0,0,7840,1,1,1,4,0,1,0,0,-4,2,8,1983,0,1500,0,1
0,0,0,7841,1,-4,-4,-4,1,0,0,0,-4,2,4,1982,0,4750,0,1
1,0,0,7842,3,1,1,1,1,0,0,0,-4,2,5,1983,0,4750,0,1
0,0,0,7843,1,1,0,1,0,0,0,0,-4,2,3,1984,0,7800,0,1
1,0,0,7844,1,-4,-4,-4,1,0,0,0,-4,2,8,1982,0,36000,0,1
0,0,0,7845,2,-4,-4,-4,1,0,0,0,-4,1,8,1982,0,-3,0,1
0,0,0,7846,3,-4,-4,-4,1,1,0,0,-4,2,12,1980,0,35000,0,1
6,0,0,7847,1,1,6,1,1,1,0,0,-4,1,2,1983,0,35000,0,1
2,-3,-3,7848,3,1,0,1,0,0,0,0,-4,1,7,1984,0,35000,0,1
0,0,0,7849,4,-4,-4,-4,1,1,0,0,-4,1,2,1981,0,28000,0,1
2,0,0,7850,2,1,0,1,1,1,0,0,-4,1,5,1983,0,-3,0,1
0,0,0,7851,1,-4,-4,-4,0,0,0,0,-4,2,4,1981,1,24039,0,1
1,0,0,7852,2,1,0,7,1,0,0,0,-4,2,5,1984,0,24039,0,1
0,0,0,7853,2,-4,-4,-4,1,0,0,0,-4,2,4,1981,-4,-4,0,2
0,0,0,7854,1,-4,-4,-4,1,0,0,0,-4,1,8,1982,-4,-4,0,2
0,0,0,7855,1,3,0,1,0,0,0,0,-4,1,4,1983,0,50000,0,2
0,0,0,7856,1,3,0,1,0,0,0,0,-4,2,1,1983,0,37019,0,2
0,0,0,7857,3,-4,-4,-4,1,1,0,0,-4,2,8,1982,0,31588,0,1
1,0,0,7858,2,1,0,4,0,0,0,1,1,2,8,1983,0,24000,0,1
11,4,50,7859,1,1,4,1,1,1,0,0,-4,1,12,1984,0,24000,0,1
4,1,4,7860,3,3,2,4,0,0,0,0,-4,1,11,1984,0,-3,0,1
0,0,0,7861,2,3,0,4,1,0,0,0,-4,1,4,1984,0,35915,0,1
7,2,4,7862,5,-4,-4,-4,1,1,0,0,-4,1,5,1981,0,22096,0,1
0,0,0,7863,2,-4,-4,-4,1,0,0,0,-4,2,10,1980,0,30900,0,1
1,0,0,7864,2,-4,-4,-4,1,0,0,0,-4,1,8,1982,0,30900,0,1
16,1,1,7865,3,-4,-4,-4,1,1,0,0,-4,1,11,1980,0,22700,0,1
0,0,0,7866,2,-4,-4,-4,1,1,0,0,-4,1,1,1982,0,22700,0,1
6,0,0,7867,3,-4,-4,-4,1,1,0,0,-4,1,5,1981,-4,-3,0,1
0,0,0,7868,2,1,0,1,1,0,0,0,-4,2,11,1984,0,17660,0,1
17,3,10,7869,4,-4,-4,-4,1,0,0,0,-4,1,9,1981,0,28000,0,1
0,0,0,7870,2,3,0,4,0,1,0,0,-4,2,1,1984,0,53700,0,1
0,0,0,7871,4,-4,-4,-4,1,1,0,0,-4,2,6,1982,0,18000,0,1
1,0,0,7872,2,1,0,4,1,0,0,0,-4,2,1,1983,0,65750,0,1
3,0,0,7873,3,-4,-4,-4,1,1,0,0,-4,2,1,1980,0,32000,0,1
0,0,0,7874,2,1,0,4,1,1,0,0,-4,2,6,1983,0,32000,0,1
0,0,0,7875,1,-4,-4,-4,0,1,0,0,-4,1,8,1980,0,-3,0,1
4,0,0,7876,1,1,0,4,1,0,0,0,-4,1,12,1983,0,19000,0,1
5,0,0,7877,2,-4,-4,-4,1,1,0,0,-4,2,5,1980,1,19320,0,2
4,0,0,7878,2,-4,-4,-4,1,1,1,1,1,2,11,1981,1,19320,0,2
7,1,38,7879,2,-4,-4,-4,0,1,0,0,-4,1,8,1982,-4,-4,0,2
0,0,0,7880,5,-4,-4,-4,1,0,0,0,-4,2,11,1980,0,3324,0,1
6,1,135,7881,3,-4,-4,-4,0,0,0,0,-4,1,5,1981,-4,22500,0,1
0,0,0,7882,4,-4,-4,-4,1,0,0,0,-4,1,9,1981,0,6950,0,1
3,1,4,7883,2,-4,-4,-4,1,0,0,1,1,1,10,1980,0,5830,0,1
11,5,120,7884,1,-4,-4,-4,0,0,0,1,1,1,12,1981,0,5830,0,1
3,-3,-3,7885,2,-4,-4,-4,1,1,0,0,-4,1,4,1981,0,2280,0,1
0,0,0,7886,4,-4,-4,-4,0,0,0,0,-4,2,12,1982,0,2280,0,1
0,0,0,7887,3,-4,-4,-4,1,0,0,0,-4,2,7,1981,0,2808,0,1
0,0,0,7888,1,-4,-4,-4,0,0,0,0,-4,2,9,1982,0,2808,0,1
1,0,0,7889,1,-4,-4,-4,0,0,0,1,1,1,5,1980,-4,-4,0,1
0,0,0,7890,3,-4,-4,-4,0,0,0,0,-4,1,6,1982,-4,-4,0,1
1,0,0,7891,4,-4,-4,-4,1,0,0,0,-4,1,12,1981,0,23424,0,1
1,0,0,7892,2,1,0,4,0,0,0,0,-4,2,10,1983,0,23424,0,1
19,0,0,7893,2,-4,-4,-4,0,0,0,1,1,1,4,1982,-4,-4,0,1
4,0,0,7894,1,-4,-4,-4,0,0,0,0,-4,1,11,1981,0,-3,0,1
5,0,0,7895,2,1,30,4,1,1,0,0,-4,2,5,1983,0,2808,0,1
2,0,0,7896,1,3,1,4,0,0,0,0,-4,2,5,1983,0,2808,0,1
6,1,14,7897,2,1,20,4,1,1,0,1,3,1,9,1983,0,9500,0,1
3,0,0,7898,1,1,3,4,0,0,0,0,-4,1,11,1984,0,2808,0,1
0,0,0,7899,1,-4,-4,-4,0,0,0,0,-4,2,10,1982,0,7800,0,1
5,0,0,7900,5,-4,-4,-4,1,0,0,0,-4,1,5,1982,0,5424,0,1
0,0,0,7901,1,-4,-4,-4,1,0,0,0,-4,2,8,1980,0,5700,0,1
1,0,0,7902,4,1,0,4,1,0,0,0,-4,1,2,1983,0,5700,0,1
0,0,0,7903,3,-4,-4,-4,0,0,0,0,-4,2,10,1980,0,19600,0,1
0,0,0,7904,1,-4,-4,-4,0,0,0,0,-4,2,3,1982,0,33000,0,1
3,1,4,7905,1,1,0,1,0,0,0,1,1,1,4,1983,0,-3,0,1
0,0,0,7906,1,1,0,4,0,1,0,0,-4,2,2,1984,-4,-4,0,1
0,0,0,7907,1,-4,-4,-4,0,0,0,0,-4,2,5,1982,-4,-4,0,1
1,0,0,7908,1,3,0,-2,1,1,0,0,-4,2,3,1984,0,7500,0,1
0,0,0,7909,2,-4,-4,-4,1,1,0,0,-4,2,8,1982,-4,7500,0,1
1,0,0,7910,3,-4,-4,-4,1,1,1,0,-4,1,1,1981,0,-3,0,1
1,0,0,7911,1,-4,-4,-4,1,0,0,0,-4,2,10,1980,0,9100,0,1
6,1,1,7912,2,2,-4,-4,1,0,0,0,-4,1,5,1984,0,9100,0,1
0,0,0,7913,1,-4,-4,-4,0,0,0,0,-4,1,1,1980,0,18000,0,1
1,2,81,7914,2,-4,-4,-4,0,0,0,0,-4,1,1,1981,0,18000,0,1
